0,1,2,3,4,5
129,33,64,31,85.57575757575758,MTD0116_Bach_BWV1046-01.mid
67,32,73,31,77.0,MTD0126_Bach_BWV1048-01.mid
76,60,65,56,100.75,MTD0167_Bach_BWV1065-01.mid
129,21,63,20,73.38095238095238,MTD0179_Bach_BWV0543-01.mid
78,42,58,29,108.97619047619048,MTD0242_Bach_BWV1002-03-1.mid
129,18,60,16,100.16666666666667,MTD0262_Bach_BWV1001-02.mid
129,18,65,16,100.16666666666667,MTD0266_Bach_BWV1003-02.mid
64,25,69,19,89.84,MTD0267_Bach_BWV1003-03.mid
52,64,83,45,100.703125,MTD0297_Bach_BWV1009-05.mid
129,31,63,29,84.12903225806451,MTD0333_Bach_BWV0808-01.mid
70,30,61,22,90.2,MTD0334_Bach_BWV0808-02.mid
79,64,61,43,109.578125,MTD0336_Bach_BWV0808-05-1.mid
62,64,68,45,106.328125,MTD0337_Bach_BWV0808-05-2.mid
74,40,71,39,96.925,MTD0338_Bach_BWV0808-06.mid
72,24,12,23,63.833333333333336,MTD0391_Bach_BWV0847-01.mid
77,24,14,23,75.75,MTD0393_Bach_BWV0848-01.mid
129,32,60,31,77.15625,MTD0397_Bach_BWV0850-01.mid
63,52,65,29,110.34615384615384,MTD0404_Bach_BWV0853-02.mid
64,28,66,27,75.21428571428571,MTD0408_Bach_BWV0855-02.mid
77,31,17,30,68.45161290322581,MTD0409_Bach_BWV0856-01.mid
60,27,76,26,72.88888888888889,MTD0410_Bach_BWV0856-02.mid
129,57,76,29,107.19298245614036,MTD0412_Bach_BWV0857-02.mid
129,34,63,32,88.5,MTD0415_Bach_BWV0859-01.mid
67,24,19,23,69.16666666666667,MTD0417_Bach_BWV0860-01.mid
67,50,66,45,91.68,MTD0418_Bach_BWV0860-02.mid
129,52,66,37,107.5,MTD0421_Bach_BWV0862-01.mid
129,44,73,31,94.79545454545455,MTD0422_Bach_BWV0862-02.mid
68,25,60,18,99.6,MTD0423_Bach_BWV0863-01.mid
129,40,78,32,97.775,MTD0424_Bach_BWV0863-02.mid
69,33,60,32,82.27272727272727,MTD0425_Bach_BWV0864-01.mid
69,46,61,36,107.32608695652173,MTD0426_Bach_BWV0864-02.mid
69,54,64,53,97.61111111111111,MTD0427_Bach_BWV0865-01.mid
129,36,69,34,86.83333333333333,MTD0430_Bach_BWV0866-02.mid
129,38,59,36,95.97368421052632,MTD0431_Bach_BWV0867-01.mid
129,56,66,35,101.28571428571429,MTD0433_Bach_BWV0868-01.mid
129,38,75,24,102.86842105263158,MTD0434_Bach_BWV0868-02.mid
129,51,70,42,103.23529411764706,MTD0436_Bach_BWV0869-02.mid
129,33,69,32,82.33333333333333,MTD0439_Bach_BWV0871-01.mid
129,34,74,26,100.8529411764706,MTD0440_Bach_BWV0871-02.mid
56,34,74,33,93.26470588235294,MTD0441_Bach_BWV0872-01.mid
129,30,87,24,94.9,MTD0443_Bach_BWV0872-02.mid
49,24,84,22,57.0,MTD0445_Bach_BWV0873-02.mid
129,52,67,36,107.01923076923077,MTD0446_Bach_BWV0874-01.mid
129,48,79,29,107.29166666666667,MTD0447_Bach_BWV0874-02.mid
74,25,66,24,69.16,MTD0448_Bach_BWV0875-01.mid
62,36,66,31,89.38888888888889,MTD0449_Bach_BWV0875-02.mid
70,60,71,37,109.98333333333333,MTD0450_Bach_BWV0876-01.mid
129,38,67,28,103.13157894736842,MTD0453_Bach_BWV0877-02.mid
129,44,63,23,104.56818181818181,MTD0454_Bach_BWV0878-01.mid
129,32,65,29,86.59375,MTD0459_Bach_BWV0880-02.mid
72,26,64,25,81.84615384615384,MTD0461_Bach_BWV0881-02.mid
67,24,8,23,71.625,MTD0466_Bach_BWV0884-01.mid
68,17,19,16,66.58823529411765,MTD0472_Bach_BWV0887-01.mid
68,48,65,47,99.25,MTD0473_Bach_BWV0887-02.mid
129,28,72,25,77.89285714285714,MTD0475_Bach_BWV0888-02.mid
129,42,77,25,108.71428571428571,MTD0477_Bach_BWV0889-02.mid
129,24,55,19,96.375,MTD0478_Bach_BWV0890-01.mid
129,52,71,48,98.53846153846153,MTD0479_Bach_BWV0890-02.mid
62,34,69,33,92.44117647058823,MTD0484_Bach_BWV0893-01.mid
66,38,74,37,83.13157894736842,MTD0485_Bach_BWV0893-02.mid
69,54,61,19,117.0925925925926,MTD0553_Bartok_Sz049.mid
55,64,83,35,106.1875,MTD0554_Bartok_Sz049.mid
129,36,67,29,99.02777777777777,MTD0559_Bartok_Sz112-02.mid
59,48,69,27,110.35416666666667,MTD0560_Bartok_Sz112-03.mid
59,60,70,25,116.16666666666667,MTD0561_Bartok_Sz112-03.mid
77,56,61,27,114.23214285714286,MTD0578_Bartok_Sz040-01.mid
49,56,80,27,111.58928571428571,MTD0579_Bartok_Sz040-02.mid
129,45,65,15,113.82222222222222,MTD0585_Bartok_Sz067-01.mid
129,32,70,29,95.8125,MTD0586_Bartok_Sz067-02.mid
85,32,60,20,112.28125,MTD0588_Bartok_Sz067-02.mid
80,64,62,17,120.09375,MTD0589_Bartok_Sz067-03.mid
87,40,49,25,108.875,MTD0592_Bartok_Sz087-01.mid
64,32,65,29,83.09375,MTD0593_Bartok_Sz087-02.mid
60,56,69,27,110.35714285714286,MTD0618_Beethoven_Op015-01.mid
74,50,55,44,107.72,MTD0623_Beethoven_Op015-03.mid
76,31,54,30,94.80645161290323,MTD0624_Beethoven_Op015-03.mid
82,64,64,34,112.859375,MTD0625_Beethoven_Op019-01.mid
77,60,62,32,112.85,MTD0626_Beethoven_Op019-01.mid
60,52,74,23,113.88461538461539,MTD0629_Beethoven_Op037-01.mid
79,29,57,25,99.89655172413794,MTD0632_Beethoven_Op037-03.mid
71,56,62,31,111.46428571428571,MTD0633_Beethoven_Op058-01.mid
66,62,71,31,110.41935483870968,MTD0634_Beethoven_Op058-01.mid
76,28,53,19,97.75,MTD0636_Beethoven_Op058-03.mid
63,41,70,19,108.82926829268293,MTD0639_Beethoven_Op073-01.mid
78,64,59,27,117.234375,MTD0645_Beethoven_Op061-01.mid
62,46,71,37,101.28260869565217,MTD0647_Beethoven_Op061-03.mid
86,42,54,31,110.97619047619048,MTD0648_Beethoven_Op061-03.mid
67,56,63,41,106.17857142857143,MTD0649_Beethoven_WoO083.mid
76,20,69,19,79.45,MTD0650_Beethoven_WoO059.mid
71,48,59,23,110.72916666666667,MTD0651_Beethoven_WoO010-02.mid
74,56,66,55,99.125,MTD0652_Beethoven_WoO010-02.mid
60,48,68,43,98.52083333333333,MTD0654_Beethoven_Op062.mid
67,64,70,19,118.421875,MTD0655_Beethoven_Op062.mid
76,52,58,23,117.76923076923077,MTD0658_Beethoven_Op072-0.mid
76,64,59,43,111.609375,MTD0660_Beethoven_Op072-0.mid
67,64,61,27,116.171875,MTD0661_Beethoven_Op138.mid
72,62,57,31,115.85483870967742,MTD0662_Beethoven_Op138.mid
77,18,64,17,81.0,MTD0674_Beethoven_Op018No1-04.mid
69,38,59,26,102.92105263157895,MTD0676_Beethoven_Op018No2-01.mid
67,36,69,19,110.08333333333333,MTD0677_Beethoven_Op018No2-02.mid
72,14,62,10,87.07142857142857,MTD0678_Beethoven_Op018No2-02.mid
82,60,52,33,113.26666666666667,MTD0682_Beethoven_Op018No2-04.mid
58,32,70,30,91.4375,MTD0684_Beethoven_Op018No3-02.mid
74,44,65,41,100.47727272727273,MTD0686_Beethoven_Op018No3-04.mid
81,52,52,33,112.75,MTD0687_Beethoven_Op018No3-04.mid
67,24,69,23,86.95833333333333,MTD0690_Beethoven_Op018No4-02.mid
62,30,66,27,88.26666666666667,MTD0691_Beethoven_Op018No4-02.mid
55,48,73,16,116.4375,MTD0692_Beethoven_Op018No4-03.mid
63,64,65,21,117.75,MTD0694_Beethoven_Op018No4-04.mid
90,38,48,24,114.57894736842105,MTD0695_Beethoven_Op018No5-01.mid
59,48,69,31,105.16666666666667,MTD0696_Beethoven_Op018No5-01.mid
73,64,60,25,116.640625,MTD0697_Beethoven_Op018No5-02.mid
69,34,59,25,107.02941176470588,MTD0698_Beethoven_Op018No5-03.mid
129,64,53,46,111.1875,MTD0699_Beethoven_Op018No5-04.mid
77,46,59,35,106.30434782608695,MTD0704_Beethoven_Op018No6-03.mid
65,22,12,21,72.04545454545455,MTD0706_Beethoven_Op018No6-04.mid
65,27,64,21,84.85185185185185,MTD0708_Beethoven_Op059No1-02.mid
50,28,80,21,93.85714285714286,MTD0710_Beethoven_Op059No1-04.mid
64,24,69,14,101.91666666666667,MTD0711_Beethoven_Op059No2-01.mid
71,64,60,20,117.671875,MTD0713_Beethoven_Op059No2-02.mid
64,48,65,28,112.79166666666667,MTD0714_Beethoven_Op059No2-03.mid
64,56,70,38,111.76785714285714,MTD0715_Beethoven_Op059No2-03.mid
84,60,50,37,114.86666666666666,MTD0716_Beethoven_Op059No2-04.mid
64,52,65,37,106.23076923076923,MTD0717_Beethoven_Op059No3-01.mid
129,52,72,34,107.73076923076923,MTD0718_Beethoven_Op059No3-02.mid
72,55,57,22,113.67272727272727,MTD0719_Beethoven_Op059No3-03.mid
84,22,46,15,108.04545454545455,MTD0723_Beethoven_Op074-02.mid
72,46,68,29,110.23913043478261,MTD0724_Beethoven_Op074-03.mid
70,30,64,22,104.86666666666666,MTD0725_Beethoven_Op074-04.mid
69,32,67,27,94.625,MTD0728_Beethoven_Op095-02.mid
80,40,69,29,106.8,MTD0729_Beethoven_Op095-03.mid
72,44,61,23,112.43181818181819,MTD0732_Beethoven_Op127-01.mid
63,60,65,35,110.9,MTD0734_Beethoven_Op127-02.mid
63,64,70,35,110.453125,MTD0736_Beethoven_Op127-04.mid
58,46,74,28,108.5,MTD0738_Beethoven_Op130-01.mid
129,56,59,21,118.21428571428571,MTD0739-1_Beethoven_Op130-01.mid
67,34,62,28,97.29411764705883,MTD0745_Beethoven_Op130-06.mid
62,52,66,29,111.8076923076923,MTD0747_Beethoven_Op131-02.mid
129,46,61,31,103.21739130434783,MTD0749_Beethoven_Op131-04.mid
68,60,60,19,119.53333333333333,MTD0751_Beethoven_Op131-05.mid
68,48,65,21,112.95833333333333,MTD0752_Beethoven_Op131-06.mid
73,60,56,34,116.33333333333333,MTD0753_Beethoven_Op131-07.mid
85,56,48,19,120.25,MTD0754_Beethoven_Op131-07.mid
44,32,84,7,118.0625,MTD0755-1_Beethoven_Op132-01.mid
129,60,65,26,111.23333333333333,MTD0755-2_Beethoven_Op132-01.mid
65,58,69,34,108.89655172413794,MTD0756_Beethoven_Op132-01.mid
76,48,55,23,114.6875,MTD0758_Beethoven_Op132-02.mid
64,54,65,30,111.72222222222223,MTD0760_Beethoven_Op132-04.mid
69,56,64,27,113.875,MTD0761_Beethoven_Op132-05.mid
62,39,67,32,101.02564102564102,MTD0763_Beethoven_Op133.mid
72,35,64,28,86.17142857142858,MTD0765_Beethoven_Op135-01.mid
61,48,72,41,98.5625,MTD0767_Beethoven_Op135-03.mid
55,16,76,5,114.1875,MTD0768-1_Beethoven_Op135-04.mid
69,52,64,12,121.34615384615384,MTD0768-2_Beethoven_Op135-04.mid
129,64,59,25,117.9375,MTD0769_Beethoven_Op135-04.mid
70,43,60,30,106.20930232558139,MTD0771_Beethoven_Op016-01.mid
67,60,63,31,112.83333333333333,MTD0774_Beethoven_Op040.mid
71,30,58,24,103.2,MTD0777_Beethoven_Op129.mid
70,50,59,23,115.38,MTD0778_Beethoven_Op020-01.mid
65,62,63,27,114.96774193548387,MTD0779_Beethoven_Op020-01.mid
69,28,62,19,102.60714285714286,MTD0786_Beethoven_Op008-01.mid
69,62,60,56,105.11290322580645,MTD0790_Beethoven_Op008-04.mid
69,32,62,27,94.09375,MTD0792_Beethoven_Op008-06.mid
55,48,73,23,110.77083333333333,MTD0794_Beethoven_Op005No2-02.mid
61,60,76,39,104.85,MTD0799_Beethoven_Op069-03.mid
60,24,73,19,86.375,MTD0800_Beethoven_Op102No1-01.mid
76,50,60,31,112.56,MTD0801_Beethoven_Op102No1-01.mid
72,38,73,24,87.89473684210526,MTD0803_Beethoven_Op102No1-02.mid
60,60,76,37,106.63333333333334,MTD0804_Beethoven_Op017-01.mid
60,33,68,16,111.36363636363636,MTD0807_Beethoven_Op002No1-01.mid
76,64,65,31,113.375,MTD0808_Beethoven_Op002No1-01.mid
68,48,65,22,114.10416666666667,MTD0810_Beethoven_Op002No1-03.mid
81,48,72,27,106.04166666666667,MTD0817_Beethoven_Op002No2-03.mid
129,24,61,23,77.08333333333333,MTD0820_Beethoven_Op002No2-04.mid
67,64,67,43,106.546875,MTD0823_Beethoven_Op002No3-01.mid
64,48,72,22,113.33333333333333,MTD0829_Beethoven_Op007-02.mid
77,32,66,24,87.84375,MTD0831_Beethoven_Op007-04.mid
72,48,62,23,114.10416666666667,MTD0832_Beethoven_Op010No1-01.mid
68,30,60,15,110.66666666666667,MTD0834_Beethoven_Op010No1-02.mid
58,62,71,36,109.12903225806451,MTD0836_Beethoven_Op010No1-03.mid
48,34,80,33,83.6470588235294,MTD0840_Beethoven_Op010No2-03.mid
62,58,71,27,113.62068965517241,MTD0841_Beethoven_Op010No3-01.mid
62,46,67,41,98.34782608695652,MTD0843_Beethoven_Op010No3-02.mid
66,55,63,35,110.30909090909091,MTD0845_Beethoven_Op010No3-04.mid
60,36,70,21,108.19444444444444,MTD0849_Beethoven_Op013-02.mid
63,30,66,26,102.4,MTD0850_Beethoven_Op013-02.mid
67,60,61,45,107.51666666666667,MTD0852_Beethoven_Op013-03.mid
58,64,70,19,118.390625,MTD0853_Beethoven_Op013-03.mid
71,60,57,17,119.98333333333333,MTD0854_Beethoven_Op014No1-01.mid
78,64,57,29,115.71875,MTD0855_Beethoven_Op014No1-01.mid
71,64,57,27,117.171875,MTD0858_Beethoven_Op014No1-03.mid
129,33,67,28,85.24242424242425,MTD0859_Beethoven_Op014No2-01.mid
59,22,69,19,90.18181818181819,MTD0861_Beethoven_Op014No2-03.mid
72,64,59,27,116.46875,MTD0864_Beethoven_Op022-01.mid
57,30,76,17,106.0,MTD0865_Beethoven_Op022-01.mid
129,32,60,30,91.0,MTD0868_Beethoven_Op022-04.mid
63,32,65,11,107.6875,MTD0872_Beethoven_Op026-03.mid
75,24,15,23,68.70833333333333,MTD0873_Beethoven_Op026-04.mid
70,60,65,25,114.96666666666667,MTD0874_Beethoven_Op027No1-01.mid
55,24,76,21,80.75,MTD0875_Beethoven_Op027No1-01.mid
56,12,8,11,60.333333333333336,MTD0880_Beethoven_Op027No2-01.mid
68,56,64,17,116.17857142857143,MTD0881_Beethoven_Op027No2-01.mid
81,22,57,19,104.36363636363636,MTD0893_Beethoven_Op028-03.mid
66,32,62,23,102.84375,MTD0895_Beethoven_Op031No1-01.mid
83,60,60,51,106.5,MTD0899_Beethoven_Op031No2-01.mid
69,23,60,22,90.56521739130434,MTD0902_Beethoven_Op031No2-03.mid
77,40,58,28,104.25,MTD0905_Beethoven_Op031No3-01.mid
60,29,72,17,107.13793103448276,MTD0906_Beethoven_Op031No3-02.mid
67,46,63,23,111.58695652173913,MTD0908_Beethoven_Op031No3-03.mid
82,42,67,24,112.23809523809524,MTD0909_Beethoven_Op031No3-04.mid
58,44,71,36,105.29545454545455,MTD0910_Beethoven_Op031No3-04.mid
62,54,66,41,106.14814814814815,MTD0911_Beethoven_Op049No1-01.mid
69,60,60,40,110.13333333333334,MTD0916_Beethoven_Op049No2-01.mid
67,46,62,22,110.15217391304348,MTD0917_Beethoven_Op049No2-02.mid
80,64,55,19,120.015625,MTD0919_Beethoven_Op053-01.mid
48,44,80,20,110.20454545454545,MTD0922_Beethoven_Op054-01.mid
60,27,19,26,64.44444444444444,MTD0923_Beethoven_Op054-01.mid
60,48,68,16,115.20833333333333,MTD0926_Beethoven_Op057-01.mid
53,24,12,23,50.166666666666664,MTD0927_Beethoven_Op057-01.mid
129,16,81,15,60.4375,MTD0929_Beethoven_Op057-03.mid
70,64,63,28,114.734375,MTD0931_Beethoven_Op078-01.mid
77,22,65,19,79.13636363636364,MTD0932_Beethoven_Op078-01.mid
72,28,64,17,109.25,MTD0933_Beethoven_Op078-02.mid
67,36,61,19,112.08333333333333,MTD0935_Beethoven_Op079-02.mid
71,32,64,27,91.40625,MTD0937_Beethoven_Op079-03.mid
82,48,54,47,103.52083333333333,MTD0942_Beethoven_Op081a-03.mid
67,48,65,22,115.66666666666667,MTD0943_Beethoven_Op090-01.mid
64,34,64,25,103.32352941176471,MTD0944_Beethoven_Op090-02.mid
68,48,60,31,110.0,MTD0945_Beethoven_Op101-01.mid
69,49,64,29,106.83673469387755,MTD0946_Beethoven_Op101-02.mid
88,30,49,18,110.96666666666667,MTD0948_Beethoven_Op101-03.mid
70,64,58,39,111.28125,MTD0950_Beethoven_Op106-01.mid
74,46,62,26,108.3695652173913,MTD0952_Beethoven_Op106-02.mid
73,48,62,29,110.66666666666667,MTD0953_Beethoven_Op106-03.mid
78,35,59,28,100.97142857142858,MTD0954_Beethoven_Op106-03.mid
70,38,76,31,78.94736842105263,MTD0955_Beethoven_Op106-04.mid
68,53,70,30,111.62264150943396,MTD0957_Beethoven_Op109-01.mid
67,46,64,23,113.69565217391305,MTD0958_Beethoven_Op109-02.mid
68,48,69,21,113.77083333333333,MTD0959_Beethoven_Op109-03.mid
72,44,56,19,116.56818181818181,MTD0961_Beethoven_Op110-01.mid
72,64,64,27,115.5,MTD0962_Beethoven_Op110-02.mid
75,35,61,16,108.94285714285714,MTD0963_Beethoven_Op110-03.mid
56,48,72,17,115.39583333333333,MTD0964_Beethoven_Op110-03-Fugue.mid
43,33,85,24,90.15151515151516,MTD0966_Beethoven_Op111-01.mid
72,54,61,31,109.27777777777777,MTD0967_Beethoven_Op111-02.mid
64,34,64,27,102.32352941176471,MTD0969_Beethoven_Op012No1-02.mid
69,48,59,31,110.875,MTD0970_Beethoven_Op012No1-03.mid
87,40,73,33,108.925,MTD0971_Beethoven_Op012No2-01.mid
64,44,64,16,116.06818181818181,MTD0974_Beethoven_Op012No2-03.mid
63,31,82,18,94.74193548387096,MTD0975_Beethoven_Op012No3-01.mid
58,32,70,27,97.59375,MTD0978_Beethoven_Op012No3-03.mid
81,60,64,35,104.13333333333334,MTD0982_Beethoven_Op024-01.mid
69,44,64,23,114.02272727272727,MTD0984_Beethoven_Op024-03.mid
129,64,62,40,109.78125,MTD0985_Beethoven_Op024-04.mid
72,62,66,39,106.91935483870968,MTD0992_Beethoven_Op030No2-02.mid
67,24,66,23,83.58333333333333,MTD0996_Beethoven_Op030No3-01.mid
81,42,60,21,113.80952380952381,MTD0999_Beethoven_Op047-01.mid
65,58,68,44,99.72413793103448,MTD1001_Beethoven_Op047-02.mid
73,56,55,31,112.55357142857143,MTD1002_Beethoven_Op047-03.mid
80,56,52,25,116.85714285714286,MTD1004_Beethoven_Op047-03.mid
71,48,66,35,108.02083333333333,MTD1005_Beethoven_Op096-01.mid
78,48,55,26,113.75,MTD1006_Beethoven_Op096-01.mid
67,32,65,27,101.5625,MTD1007_Beethoven_Op096-02.mid
67,44,63,26,114.86363636363636,MTD1008_Beethoven_Op096-03.mid
76,64,58,27,117.703125,MTD1010_Beethoven_Op021-01.mid
74,40,59,15,94.7,MTD1015_Beethoven_Op021-01.mid
77,28,21,27,70.46428571428571,MTD1018_Beethoven_Op021-02.mid
67,43,61,38,91.44186046511628,MTD1021_Beethoven_Op021-04.mid
74,43,55,25,111.0,MTD1023_Beethoven_Op036-01.mid
50,52,79,21,106.3076923076923,MTD1024_Beethoven_Op036-01.mid
61,60,67,21,116.88333333333334,MTD1025_Beethoven_Op036-01.mid
71,24,60,20,86.08333333333333,MTD1029_Beethoven_Op036-02.mid
62,48,66,23,113.4375,MTD1038_Beethoven_Op055-01.mid
87,34,59,33,93.47058823529412,MTD1039_Beethoven_Op055-01.mid
129,52,54,26,115.76923076923077,MTD1041_Beethoven_Op055-01.mid
72,22,59,12,103.31818181818181,MTD1044_Beethoven_Op055-02.mid
63,60,72,32,114.28333333333333,MTD1049_Beethoven_Op055-04.mid
70,28,59,22,88.92857142857143,MTD1052_Beethoven_Op055-04.mid
81,53,62,40,112.86792452830188,MTD1054_Beethoven_Op060-01.mid
